draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1376290404218986496,8,828350705524928512,TRUE,17,3851.6368375,226.56687279411767,5322.42215,313.08365588235296,2,1
1376290404218986496,3,1207098929343107072,FALSE,17,3623.983875,213.17552205882353,5287.8898125,311.0523419117647,5,2
1376290404218986496,1,840859858910679040,FALSE,17,3792.0463124999997,223.06154779411762,5193.3963125,305.4939007352941,3,3
1376290404218986496,4,716133346530390016,FALSE,17,3882.7083125,228.39460661764704,5164.9675625,303.8216213235294,1,4
1376290404218986496,10,863216829546496000,FALSE,17,3660.1546249999997,215.3032132352941,5036.6059374999995,296.27093749999995,4,5
1376290404218986496,6,985375658048016384,FALSE,17,3507.9497499999998,206.34998529411763,4940.4706875,290.61592279411764,9,6
1376290404218986496,7,448266305456304128,FALSE,17,3492.0540125,205.41494191176471,4876.139325,286.831725,10,7
1376290404218986496,9,306129982197858304,FALSE,17,3509.8066,206.45921176470588,4841.78,284.8105882352941,7,8
1376290404218986496,2,709938817506828288,FALSE,17,3348.3529249999997,196.96193676470585,4694.6928625,276.1584036764706,12,9
1376290404218986496,11,428395532981911552,FALSE,17,3462.324625,203.66615441176472,4568.11575,268.71269117647057,11,10
1376290404218986496,5,,FALSE,17,3509.2671874999996,206.42748161764703,4528.509375,266.3829044117647,8,11
1376290404218986496,12,217508577948987392,FALSE,16,3555.0505625,209.1206213235294,4389.4734375,258.2043198529412,6,12
