draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1376391724573679616,6,828350705524928512,TRUE,12,4098.0433125,241.06137132352941,4632.8988125,272.5234595588235,1,1
1376391724573679616,4,716133346530390016,FALSE,12,4002.6156250000004,235.4479779411765,4543.033937499999,267.2372904411764,2,2
1376391724573679616,12,81557346324987904,FALSE,12,3764.1608125,221.42122426470587,4283.9285,251.99579411764705,3,3
1376391724573679616,1,985375658048016384,FALSE,12,3714.1774375,218.4810257352941,4279.8880625,251.75812132352942,5,4
1376391724573679616,2,632679319071723520,FALSE,12,3662.8513749999997,215.4618455882353,4251.703074999999,250.1001808823529,6,5
1376391724573679616,7,678055564697206784,FALSE,12,3714.3931875,218.4937169117647,4098.2200625,241.07176838235293,4,6
1376391724573679616,11,867461598674055168,FALSE,12,3570.7929624999997,210.04664485294117,3955.6282375,232.68401397058824,7,7
1376391724573679616,8,857441897436790784,FALSE,12,3510.2955,206.4879705882353,3936.6105,231.56532352941176,8,8
1376391724573679616,5,1376645645544206336,FALSE,12,3476.4707500000004,204.49827941176474,3842.0974375,226.00573161764706,9,9
1376391724573679616,3,609263938831454208,FALSE,12,3312.19825,194.83519117647057,3728.966625,219.35097794117647,10,10
1376391724573679616,10,,FALSE,12,3240.764925,190.63323088235293,3666.3504875,215.6676757352941,11,11
1376391724573679616,9,728832905660456960,FALSE,12,3222.5456875,189.56151102941178,3580.8965,210.6409705882353,12,12
