draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1371305251675607040,7,828350705524928512,TRUE,20,3871.3493124999995,227.7264301470588,6171.105875,363.00622794117646,1,1
1371305251675607040,4,716133346530390016,FALSE,20,3706.6643125,218.03907720588236,5541.3365625,325.96097426470584,2,2
1371305251675607040,3,461348806542225408,FALSE,20,3384.55875,199.0916911764706,5447.1581625,320.4210683823529,12,3
1371305251675607040,1,709938817506828288,FALSE,20,3691.60425,217.15319117647059,5402.352124999999,317.78541911764705,3,4
1371305251675607040,5,851952550503657472,FALSE,20,3641.6224875,214.2130875,5289.2234875,311.130793382353,4,5
1371305251675607040,11,594270344022380544,FALSE,20,3571.7946875,210.10556985294116,5255.703625,309.1590367647059,7,6
1371305251675607040,9,458028287617134592,FALSE,20,3488.9766499999996,205.23392058823526,5239.0389749999995,308.17876323529407,11,7
1371305251675607040,10,,FALSE,20,3637.1096374999997,213.9476257352941,5124.73295,301.4548794117647,5,8
1371305251675607040,6,473626001964789760,FALSE,20,3561.96875,209.52757352941177,5086.502875,299.20605147058825,8,9
1371305251675607040,2,569029441497149440,FALSE,20,3522.5993124999995,207.21172426470585,5044.4090875,296.7299463235294,9,10
1371305251675607040,8,678055564697206784,FALSE,20,3520.5965625,207.09391544117648,4962.9380625,291.93753308823534,10,11
1371305251675607040,12,81557346324987904,FALSE,20,3612.776,212.51623529411765,4770.604875,280.6238161764706,6,12
