draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1378794411017650176,7,828350705524928512,TRUE,12,3981.1583124999997,234.18578308823527,4461.4173125,262.4363125,1,1
1378794411017650176,6,451037562547466240,FALSE,12,3800.6358625000003,223.5668154411765,4387.4294875,258.08408749999995,3,2
1378794411017650176,10,81557346324987904,FALSE,12,3883.08665,228.41686176470589,4273.1585875,251.36226985294118,2,3
1378794411017650176,1,709938817506828288,FALSE,12,3705.285975,217.95799852941175,4202.386375,247.19919852941177,4,4
1378794411017650176,3,31530243064217600,FALSE,12,3633.5004124999996,213.73531838235292,4082.8854125,240.1697301470588,6,5
1378794411017650176,12,985375658048016384,FALSE,12,3698.0072,217.52983529411765,4032.1497,237.18527647058824,5,6
1378794411017650176,2,608360440329756672,FALSE,12,3500.9973,205.94101764705883,3909.197425,229.95278970588234,7,7
1378794411017650176,5,613445684724908032,FALSE,12,3447.913925,202.81846617647057,3906.6878625,229.80516838235295,9,8
1378794411017650176,4,472422225270534144,FALSE,12,3454.8276874999997,203.22515808823528,3815.33295,224.43135,8,9
1378794411017650176,9,919029452057763840,FALSE,12,3429.190275,201.717075,3621.564025,213.0331779411765,10,10
1378794411017650176,11,428395532981911552,FALSE,12,3224.1735,189.65726470588234,3620.027375,212.9427867647059,12,11
1378794411017650176,8,92829077207400448,FALSE,12,3351.204925,197.12970147058823,3592.501925,211.32364264705882,11,12
