draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1366390749981052928,1,709938817506828288,FALSE,20,4046.2161374999996,238.0127139705882,5762.7285375,338.9840316176471,1,1
1366390749981052928,6,893225840031416320,FALSE,20,3841.4946625,225.97027426470586,5625.9517625,330.93833897058823,2,2
1366390749981052928,9,333069478428430336,FALSE,20,3585.22015,210.89530294117648,5598.38045,329.31649705882353,7,3
1366390749981052928,10,650291999030730752,FALSE,20,3336.284775,196.2520455882353,5434.537475,319.678675,12,4
1366390749981052928,12,312443243868454912,FALSE,20,3650.881225,214.75771911764707,5372.650025,316.03823676470586,4,5
1366390749981052928,5,871472579653894144,FALSE,20,3591.1993125,211.24701838235293,5354.4488125,314.9675772058823,6,6
1366390749981052928,2,603625819436277760,FALSE,20,3496.6522125,205.6854242647059,5254.4466125,309.08509485294115,9,7
1366390749981052928,8,1380378063799320576,FALSE,20,3734.4096875000005,219.67115808823533,5195.5746874999995,305.62204044117647,3,8
1366390749981052928,11,1129871972835446784,FALSE,20,3617.8029125000003,212.81193602941178,5185.3075125,305.0180889705882,5,9
1366390749981052928,4,89493011364724736,FALSE,20,3555.3462375,209.13801397058822,5082.0852374999995,298.94619044117644,8,10
1366390749981052928,7,577921322630299648,FALSE,20,3408.749025,200.51464852941177,4991.160025,293.5976485294118,10,11
1366390749981052928,3,726278166418653184,FALSE,20,3351.8401875,197.16706985294118,4921.8256875,289.51915808823526,11,12
