draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1371296059447349248,8,828350705524928512,TRUE,20,3790.5444374999997,222.97320220588233,6142.1584375,361.30343750000003,2,1
1371296059447349248,5,340529051103981568,FALSE,20,3593.877875,211.40458088235295,5573.93,327.87823529411764,7,2
1371296059447349248,1,851647825199607808,FALSE,20,3705.7220625,217.9836507352941,5481.3544999999995,322.4326176470588,3,3
1371296059447349248,3,466066666573262848,FALSE,20,3818.9418749999995,224.64363970588232,5462.0955625,321.29973897058824,1,4
1371296059447349248,2,840859858910679040,FALSE,20,3204.5565500000002,188.50332647058826,5270.3123,310.01837058823526,12,5
1371296059447349248,11,997505677704609792,FALSE,20,3567.64525,209.86148529411764,5250.622625,308.8601544117647,8,6
1371296059447349248,4,472422225270534144,FALSE,20,3694.8933125,217.34666544117647,5207.33485,306.31381470588235,4,7
1371296059447349248,7,678055564697206784,FALSE,20,3534.998125,207.9410661764706,5139.4893125,302.3229007352941,10,8
1371296059447349248,10,,FALSE,20,3688.27525,216.95736764705885,5128.4785,301.67520588235294,5,9
1371296059447349248,9,708815854216757248,FALSE,20,3399.9337625,199.99610367647057,5082.9113625,298.9947860294118,11,10
1371296059447349248,12,81557346324987904,FALSE,20,3637.37365,213.96315588235294,5021.6282125,295.38989485294115,6,11
1371296059447349248,6,595621622975614976,FALSE,20,3566.7201874999996,209.80706985294114,4777.071,281.0041764705882,9,12
