draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1378146776363581440,7,828350705524928512,TRUE,15,3954.6242749999997,232.62495735294115,5204.539337499999,306.1493727941176,1,1
1378146776363581440,3,1207098929343107072,FALSE,15,3694.652125,217.33247794117648,4907.4733125,288.67490073529416,3,2
1378146776363581440,8,867461598674055168,FALSE,15,3546.3235,208.60726470588236,4648.5197625,273.44233897058825,6,3
1378146776363581440,2,608360440329756672,FALSE,15,3549.34425,208.78495588235296,4613.627625,271.3898602941176,5,4
1378146776363581440,1,709938817506828288,FALSE,15,3722.18325,218.95195588235293,4536.45225,266.8501323529412,2,5
1378146776363581440,9,562800596533288960,FALSE,15,3487.824125,205.166125,4510.5990624999995,265.329356617647,10,6
1378146776363581440,12,335950486869917696,FALSE,15,3458.938,203.46694117647058,4499.819875,264.6952867647059,11,7
1378146776363581440,10,913988072671481856,FALSE,15,3518.71775,206.98339705882353,4450.8719375,261.8159963235294,9,8
1378146776363581440,4,472422225270534144,FALSE,15,3525.3548874999997,207.3738169117647,4446.7768875,261.5751110294118,7,9
1378146776363581440,11,851935925591207936,FALSE,15,3522.8420625,207.22600367647058,4439.5845,261.1520294117647,8,10
1378146776363581440,5,451122732441006080,FALSE,15,3595.5294375000003,211.50173161764707,4378.0714375,257.53361397058825,4,11
1378146776363581440,6,468918157063483392,FALSE,15,2855.3154375,167.95973161764707,4353.672625,256.09838970588237,12,12
