draft_id,draft_slot,picked_by,is_my_team,n_players,starter_total,starter_ppg,team_total,team_ppg,starter_rank,team_rank
1375272018731110400,4,472422225270534144,FALSE,12,4352.102425874125,256.00602505141916,4778.092898251748,281.0642881324558,1,1
1375272018731110400,10,863216829546496000,FALSE,12,4129.145434265734,242.89090789798436,4685.805284265734,275.6356049568079,2,2
1375272018731110400,6,613445684724908032,FALSE,12,4063.466318881119,239.02743052241877,4567.465948601399,268.6744675647882,4,3
1375272018731110400,7,457782767720067072,FALSE,12,4065.7530500000003,239.16194411764707,4545.854594186047,267.40321142270864,3,4
1375272018731110400,8,867461598674055168,FALSE,12,3992.009600699301,234.8240941587824,4544.287083216783,267.3110048951049,5,5
1375272018731110400,5,466068370698006528,FALSE,12,3853.8515706293706,226.6971512134924,4485.631420629371,263.8606718017277,9,6
1375272018731110400,9,473939553988636672,FALSE,12,3953.737538111888,232.57279635952284,4470.868838111888,262.99228459481697,6,7
1375272018731110400,11,,FALSE,12,3884.894942307692,228.52323190045246,4375.290142307692,257.3700083710407,8,8
1375272018731110400,2,709938817506828288,FALSE,12,3932.74905,231.3381794117647,4304.25864965035,253.19168527355,7,9
1375272018731110400,1,840859858910679040,FALSE,12,3797.8970248251744,223.4057073426573,4282.609124825175,251.9181838132456,10,10
1375272018731110400,3,520120594875461632,FALSE,12,3671.5810937062934,215.97535845331137,4127.3246475524475,242.78380279720278,11,11
1375272018731110400,12,1115287298997948416,FALSE,12,3656.177238111888,215.0692493006993,4010.379738111888,235.90469047716988,12,12
