playerKey,playerId,name,position,projMikeClayBasePts,projFantasyProsBasePts,projSleeperBasePts,tradyrIsRookie,lastSeasonSfb,pre_bonus_proj_pts,pos_rank_prebonus,tier_bonus,proj_pts,weekly_pts,VOLS,VORP,VBD,vbd_rank,adp,value_vs_adp,tier,pos_tier
chris-godwin,4037,Chris Godwin,WR,130.3,146.55,139.6,FALSE,136,138.71875,46,104.33,226.9914375,13.352437499999999,0,101.8024375,101.8024375,126,108.73,-17.269999999999996,36,13
rico-dowdle,7021,Rico Dowdle,RB,168.7,170.83,138.6,FALSE,337.8,161.97375,31,45.17,226.7421875,13.337775735294118,-0.2492499999999893,101.5531875,101.30393750000002,127,111.58,-15.420000000000002,36,6
isaiah-likely,8131,Isaiah Likely,TE,188.5,0,180.7,FALSE,132.2,185.38,14,58,226.70299999999997,13.335470588235292,-0.2884375000000148,101.51399999999998,101.22556249999997,128,116.98,-11.019999999999996,36,5
josh-downs,9500,Josh Downs,WR,128.9,135.3,132.1,FALSE,165.4,132.10000000000002,52,104.33,225.7755,13.280911764705882,-1.2159374999999955,100.5865,99.3705625,129,127.97,-1.0300000000000011,36,13
rhamondre-stevenson,7611,Rhamondre Stevenson,RB,176.5,171.3,159.9,FALSE,274.3,170.4,28,45.17,224.3795,13.19879411764706,-2.611937499999982,99.19050000000001,96.57856250000003,130,101.57,-28.430000000000007,36,6
jaylen-warren,8228,Jaylen Warren,RB,163.8,173.42,156.6,FALSE,295.6,165.60750000000002,29,45.17,223.50087500000004,13.147110294117649,-3.490562499999953,98.31187500000004,94.82131250000009,131,96.38,-34.620000000000005,36,6
pat-freiermuth,7600,Pat Freiermuth,TE,168.1,0,153.9,FALSE,229.6,162.42,21,58,221.79699999999997,13.046882352941175,-5.194437500000021,96.60799999999998,91.41356249999995,132,192.57,60.56999999999999,37,5
tony-pollard,5967,Tony Pollard,RB,176.7,179.65,148.1,FALSE,252.3,170.65625,27,45.17,221.2973125,13.017488970588236,-5.6941249999999854,96.10831250000001,90.41418750000003,133,106.19,-26.810000000000002,37,6
jadarian-price,13286,Jadarian Price,RB,180.9,178.39,162.5,TRUE,0,175.35875,26,45.17,220.52875,12.972279411764706,-6.462687499999987,95.33975000000001,88.87706250000002,134,101.06,-32.94,37,6
rashid-shaheed,8676,Rashid Shaheed,WR,118.8,122.65,113.2,FALSE,202.1,118.84375,55,104.33,220.01268749999997,12.941922794117644,-6.978750000000019,94.82368749999998,87.84493749999996,135,154.56,19.560000000000002,37,14
jayden-reed,10222,Jayden Reed,WR,135,145.24,138.8,FALSE,83,139.79000000000002,43,104.33,219.952,12.93835294117647,-7.039437499999991,94.763,87.72356250000001,136,122.23,-13.769999999999996,37,14
tre-tucker,10213,Tre Tucker,WR,113.4,117.69,91.8,FALSE,247.2,109.60875,59,104.33,218.92793749999998,12.878113970588235,-8.063500000000005,93.73893749999999,85.67543749999999,137,203.58,66.58000000000001,37,14
jalen-coker,11646,Jalen Coker,WR,117.7,125.77,133.9,FALSE,145.4,124.77625,53,104.33,216.5503125,12.738253676470588,-10.441125,91.3613125,80.9201875,138,147.16,9.159999999999997,38,14
jayden-higgins,12484,Jayden Higgins,WR,111.8,113.72,135.2,FALSE,170,118.36999999999999,56,104.33,214.795,12.635,-12.196437500000002,89.606,77.40956249999999,139,138.81,-0.18999999999999773,39,14
denzel-boston,13346,Denzel Boston,WR,107.9,103.5,119.2,TRUE,0,109.075,60,104.33,213.405,12.553235294117647,-13.586437499999988,88.21600000000001,74.62956250000002,140,160.16,20.159999999999997,40,14
jauan-jennings,7049,Jauan Jennings,WR,89.6,111.2,108.1,FALSE,251.3,102.32499999999999,64,104.33,213.35174999999995,12.550102941176467,-13.639687500000036,88.16274999999996,74.52306249999992,141,149.46,8.460000000000008,40,14
aj-barner,11603,AJ Barner,TE,136.5,0,171.4,FALSE,237.3,150.46,25,58,212.786,12.516823529411765,-14.205437499999988,87.59700000000001,73.39156250000002,142,146.04,4.039999999999992,40,6
chig-okonkwo,8210,Chig Okonkwo,TE,0,0,148.9,FALSE,245,148.9,26,58,212.615,12.506764705882354,-14.37643749999998,87.42600000000002,73.04956250000004,143,136.22,-6.780000000000001,40,6
brandon-aiyuk,6803,Brandon Aiyuk,WR,0,0,106.3,FALSE,0,106.3,62,104.33,210.63,12.39,-16.361437499999994,85.441,69.07956250000001,144,187.28,43.28,40,14
jerry-jeudy,6783,Jerry Jeudy,WR,114.4,119.38,98.1,FALSE,172.7,112.1925,57,104.33,209.94912499999998,12.349948529411764,-17.04231250000001,84.76012499999999,67.71781249999998,145,175.52,30.52000000000001,40,14
cade-otton,8111,Cade Otton,TE,132,0,156,FALSE,257.7,141.6,27,58,208.315,12.253823529411765,-18.67643749999999,83.126,64.44956250000001,146,171.03,25.03,40,6
jalen-nailor,8180,Jalen Nailor,WR,95.5,104.89,116.1,FALSE,196.2,104.17125,63,104.33,206.6560625,12.156238970588234,-20.335375,81.4670625,61.1316875,147,172.29,25.289999999999992,40,14
omar-cooper,13276,Omar Cooper,WR,87,99.83,123.8,TRUE,0,101.01125,65,104.33,205.34125,12.078897058823529,-21.650187499999987,80.15225000000001,58.50206250000002,148,162.66,14.659999999999997,40,14
chuba-hubbard,7594,Chuba Hubbard,RB,160.4,171.46,161.1,FALSE,171.9,164.7225,30,45.17,204.19362499999997,12.011389705882351,-22.79781250000002,79.00462499999998,56.206812499999955,149,106.72,-42.28,40,7
bhayshul-tuten,12490,Bhayshul Tuten,RB,189.2,0,154.9,FALSE,105.1,175.48,25,45.17,203.31749999999997,11.959852941176468,-23.673937500000022,78.12849999999997,54.45456249999995,150,76.76,-73.24,40,7
rj-harvey,12489,RJ Harvey,RB,146.2,157.18,127.6,FALSE,262.1,145.6675,35,45.17,201.52687499999996,11.854522058823527,-25.464562500000028,76.33787499999997,50.87331249999994,151,86.3,-64.7,40,7
gunnar-helm,12502,Gunnar Helm,TE,154.5,0,146.3,FALSE,156.2,151.22,24,58,201.267,11.839235294117646,-25.724437499999993,76.078,50.35356250000001,152,164.09,12.090000000000003,40,6
calvin-ridley,4981,Calvin Ridley,WR,122.4,128.69,63.8,FALSE,125.3,110.10875,58,104.33,201.06793749999997,11.827525735294117,-25.92350000000002,75.87893749999998,49.95543749999996,153,209.34,56.34,40,15
jk-dobbins,6806,J.K. Dobbins,RB,166.3,167.48,147.2,FALSE,156.9,161.9675,32,45.17,199.60187499999998,11.741286764705881,-27.38956250000001,74.41287499999999,47.023312499999975,154,120.53,-33.47,40,7
tua-tagovailoa,6768,Tua Tagovailoa,QB,151.16,208.99,181.94,FALSE,283.2,180.54125,31,89,271.5900625,15.975886029411765,-99.65949999999992,146.4010625,46.74156250000007,155,174.14,19.139999999999986,40,10
germie-bernard,13274,Germie Bernard,WR,102.1,97.06,80.9,TRUE,0,94.91,67,104.33,199.24,11.72,-27.75143749999998,74.05100000000002,46.299562500000036,156,209,53,40,15
antonio-williams,13301,Antonio Williams,WR,92.9,106.28,79.5,TRUE,0,94.56750000000001,68,104.33,198.8975,11.699852941176472,-28.09393749999998,73.708500000000015,45.614562500000034,157,164,7,40,15
kyle-monangai,12534,Kyle Monangai,RB,159,145.97,145.1,FALSE,198.7,150.63875,34,45.17,196.2424375,11.543672794117647,-30.748999999999995,71.0534375,40.304437500000006,158,108.63,-49.370000000000005,40,7
aaron-jones,4199,Aaron Jones,RB,167.9,157.45,138.8,FALSE,133.7,156.70625,33,45.17,191.64981250000002,11.273518382352943,-35.341624999999965,66.46081250000003,31.119187500000066,159,133.56,-25.439999999999998,41,7
cooper-kupp,4039,Cooper Kupp,WR,84.2,102.63,70.4,FALSE,188.8,87.66125,69,104.33,191.51256249999997,11.265444852941174,-35.478875000000016,66.32356249999998,30.844687499999964,160,227.39,67.38999999999999,41,16
tank-dell,9502,Tank Dell,WR,57.3,116.6,80.8,FALSE,0,85.4125,71,104.33,189.7425,11.161323529411765,-37.24893749999998,64.55350000000001,27.30456250000003,161,199.91,38.91,41,16
jalen-mcmillan,11618,Jalen McMillan,WR,109,110.66,98.4,FALSE,57.9,106.9725,61,104.33,188.292125,11.076007352941176,-38.69931249999999,63.103125000000006,24.403812500000015,162,168.05,6.050000000000011,41,16
rashod-bateman,7571,Rashod Bateman,WR,104.5,114.59,70.1,FALSE,80.9,99.68375,66,104.33,185.5466875,10.914511029411765,-41.44475,60.3576875,18.912937499999998,163,227.71,64.71000000000001,42,16
kayshon-boutte,9504,Kayshon Boutte,WR,55.9,85.4,79.1,FALSE,228.1,72.7625,81,104.33,184.743625,10.86727205882353,-42.24781249999998,59.554625000000016,17.306812500000035,164,192.97,28.97,42,16
adonai-mitchell,11625,Adonai Mitchell,WR,95,97.16,52.2,FALSE,149.9,85.11,72,104.33,183.50900000000001,10.79464705882353,-43.482437499999975,58.32000000000002,14.837562500000047,165,184.39,19.389999999999986,42,16
chris-bell,13311,Chris Bell,WR,73.9,85.72,74.7,TRUE,0,78.5325,75,104.33,182.8625,10.756617647058825,-44.12893749999998,57.67350000000002,13.54456250000004,166,207.7,41.69999999999999,42,16
ryan-flournoy,11783,Ryan Flournoy,WR,74.6,73.5,94,FALSE,177.5,79.0375,74,104.33,182.48737500000001,10.734551470588237,-44.504062499999975,57.29837500000002,12.794312500000046,167,202.64,35.639999999999986,42,16
troy-franklin,11627,Troy Franklin,WR,43.2,79.32,70.6,FALSE,260.6,63.595,92,104.33,181.82625000000002,10.695661764705884,-45.16518749999997,56.63725000000002,11.47206250000005,168,202.69,34.69,42,16
kenny-gainwell,7567,Kenny Gainwell,RB,0,143.37,118.2,FALSE,301.3,133.30200000000002,39,26.08,180.6697,10.627629411764707,-46.32173749999998,55.48070000000001,9.15896250000003,169,122.35,-46.650000000000006,42,8
ja-kobi-lane,13293,Ja'Kobi Lane,WR,70.3,82.32,74.1,TRUE,0,75.7575,80,104.33,180.08749999999998,10.593382352941175,-46.90393750000001,54.898499999999984,7.994562499999972,170,206.8,36.80000000000001,42,17
rachaad-white,8136,Rachaad White,RB,151.7,151.57,108.7,FALSE,144.5,140.90125,36,45.17,179.83556250000004,10.578562500000002,-47.15587499999995,54.646562500000044,7.490687500000092,171,148.47,-22.53,42,8
darius-slayton,6149,Darius Slayton,WR,71.5,85.66,72.6,FALSE,163.3,77.08500000000001,78,104.33,178.69775,10.511632352941177,-48.293687499999976,53.50875000000002,5.215062500000045,172,205,33,43,18
travis-hunter,12530,Travis Hunter,WR,89.7,0,79.1,FALSE,115.3,85.46000000000001,70,104.33,178.6165,10.50685294117647,-48.37493749999999,53.42750000000001,5.052562500000022,173,170.18,-2.819999999999993,43,18
malik-washington,11610,Malik Washington,WR,83.4,86.73,82.2,FALSE,118.2,84.34875,73,104.33,178.10693749999996,10.476878676470585,-48.88450000000003,52.917937499999965,4.033437499999934,174,204.45,30.44999999999999,43,18
mike-gesicki,4993,Mike Gesicki,TE,129.3,0,125.9,FALSE,130.2,127.94000000000001,28,58,177.579,10.445823529411765,-49.41243749999998,52.390000000000015,2.977562500000033,175,227.56,52.56,43,7
greg-dulcich,8172,Greg Dulcich,TE,148.1,0,76.5,FALSE,167.3,119.45999999999998,30,58,175.93599999999998,10.349176470588233,-51.05543750000001,50.746999999999986,-0.308437500000025,176,189.32,13.319999999999993,44,7
de-zhaun-stribling,13417,De'Zhaun Stribling,WR,52.6,75.54,93.1,TRUE,0,71.3275,84,104.33,175.6575,10.332794117647058,-51.33393749999999,50.468500000000006,-0.8654374999999845,177,205.74,28.74000000000001,44,19
terrance-ferguson,12487,Terrance Ferguson,TE,146.4,0,91.4,FALSE,136.6,124.4,29,58,175.53,10.32529411764706,-51.46143749999999,50.34100000000001,-1.12043749999998,178,170.43,-7.569999999999993,44,7
tyquan-thornton,8188,Tyquan Thornton,WR,65.9,80.29,52.6,FALSE,187.3,67.97125,86,104.33,174.55106249999997,10.267709558823528,-52.44037500000002,49.36206249999998,-3.078312500000038,179,230,51,44,19
evan-engram,4066,Evan Engram,TE,128.8,0,86.2,FALSE,194.8,111.76,31,58,173.516,10.206823529411764,-53.4754375,48.327,-5.1484375,180,224.57,44.56999999999999,44,7
darnell-mooney,7090,Darnell Mooney,WR,82.1,89.13,49.1,FALSE,128.3,76.48625,79,104.33,172.9388125,10.172871323529412,-54.05262499999998,47.74981250000002,-6.302812499999959,181,214.69,33.69,44,19
andrei-iosivas,10226,Andrei Iosivas,WR,64.3,73.42,75.3,FALSE,154.4,70.47,85,104.33,171.74,10.102352941176472,-55.25143749999998,46.551000000000016,-8.700437499999964,182,226,44,44,19
deshaun-watson,4017,Deshaun Watson,QB,156.7,170.87,128.06,FALSE,0,154.85375,32,89,243.85375,14.344338235294117,-127.39581249999992,118.66475,-8.731062499999922,183,206.82,23.819999999999993,44,10
ted-hurst,13317,Ted Hurst,WR,53.1,69.68,83.2,TRUE,0,66.8425,88,104.33,171.1725,10.068970588235295,-55.818937499999976,45.98350000000002,-9.835437499999955,184,199.32,15.319999999999993,44,19
jacory-croskey-merritt,12533,Jacory Croskey-Merritt,RB,141.9,141.86,120.4,FALSE,207.8,136.51000000000002,37,26.08,169.37150000000003,9.963029411764708,-57.61993749999996,44.18250000000003,-13.43743749999993,185,135.64,-49.360000000000014,44,8
tre-harris,12509,Tre' Harris,WR,70.3,73.03,93.4,FALSE,92.9,77.09875,77,104.33,168.14943749999998,9.89114338235294,-58.84200000000001,42.96043749999998,-15.88156250000003,186,198.25,12.25,44,20
isaac-teslaa,12535,Isaac TeSlaa,WR,60.2,72.48,88.9,FALSE,101.9,71.98,83,104.33,165.14849999999998,9.714617647058823,-61.842937500000005,39.95949999999999,-21.883437500000014,187,186.28,-0.7199999999999989,45,21
caleb-douglas,13296,Caleb Douglas,WR,68.1,75.65,26.5,TRUE,0,60.53125,94,104.33,164.86124999999998,9.697720588235294,-62.130187500000005,39.67224999999999,-22.457937500000014,188,NA,NA,45,21
jack-bech,12483,Jack Bech,WR,80.8,79.8,71.7,FALSE,57.9,78.14999999999999,76,104.33,163.79299999999998,9.634882352941176,-63.19843750000001,38.603999999999985,-24.594437500000026,189,218.15,29.150000000000006,45,21
jaylin-noel,12536,Jaylin Noel,WR,85.4,45.95,67.4,FALSE,120.9,66.10625000000002,90,104.33,163.00581250000002,9.588577205882354,-63.98562499999997,37.816812500000026,-26.168812499999945,190,219.19,29.189999999999998,45,21
tory-horton,12497,Tory Horton,WR,52.9,80.74,88.8,FALSE,83.6,72.315,82,104.33,162.68824999999998,9.569897058823528,-64.3031875,37.49924999999999,-26.803937500000018,191,213.35,22.349999999999994,45,21
blake-corum,11586,Blake Corum,RB,145.7,129.88,129.8,FALSE,158.2,135.7925,38,26.08,161.32162499999998,9.489507352941175,-65.6698125,36.13262499999999,-29.537187500000016,192,121.74,-70.26,46,8
elijah-sarratt,13268,Elijah Sarratt,WR,51.4,50,73.1,TRUE,0,56.3,96,104.33,160.63,9.448823529411765,-66.3614375,35.441,-30.92043749999999,193,214.08,21.080000000000013,46,22
chris-brazzell,13353,Chris Brazzell,WR,51.8,50.24,70.8,TRUE,0,55.964999999999996,99,104.33,160.295,9.429117647058822,-66.6964375,35.105999999999995,-31.590437500000007,194,209.63,15.629999999999995,46,22
theo-johnson,11597,Theo Johnson,TE,78.4,0,92.5,FALSE,260.3,84.04,37,58,159.779,9.398764705882353,-67.2124375,34.59,-32.62243749999999,195,195.53,0.5300000000000011,46,8
marquise-brown,5848,Marquise Brown,WR,44.8,0,55,FALSE,195.2,48.879999999999995,103,104.33,159.50849999999997,9.382852941176468,-67.48293750000002,34.31949999999998,-33.16343750000004,196,NA,NA,46,22
pat-bryant,12492,Pat Bryant,WR,58,58.8,78.9,FALSE,109.8,63.525,93,104.33,159.14675,9.361573529411764,-67.84468749999999,33.957750000000004,-33.88693749999999,197,203.48,6.47999999999999,46,22
christian-kirk,4950,Christian Kirk,WR,55.3,85,60.7,FALSE,79.4,67.7875,87,104.33,158.209875,9.306463235294117,-68.78156249999998,33.02087500000002,-35.76068749999996,198,225.63,27.629999999999995,47,22
marvin-mims,9494,Marvin Mims,WR,55.7,55.24,58.4,FALSE,138,56.2025,98,104.33,157.15262499999997,9.244272058823528,-69.83881250000002,31.96362499999998,-37.87518750000004,199,217.47,18.47,48,23
chimere-dike,12540,Chimere Dike,WR,27.9,63.3,72.4,FALSE,160.1,52.3,102,104.33,157.15049999999997,9.244147058823527,-69.84093750000002,31.961499999999972,-37.87943750000005,200,193.8,-6.199999999999989,48,23
zachariah-branch,13320,Zachariah Branch,WR,41.7,43.46,82.1,TRUE,0,52.46,101,104.33,156.79,9.222941176470588,-70.2014375,31.601,-38.6004375,201,194.88,-6.1200000000000045,48,23
kavontae-turpin,8917,KaVontae Turpin,WR,54.2,55.03,63,FALSE,132,56.71125000000001,95,104.33,156.6850625,9.21676838235294,-70.306375,31.496062499999994,-38.81031250000001,202,231,29,48,23
jahan-dotson,8119,Jahan Dotson,WR,68.3,68.84,52.4,FALSE,85.7,64.5275,91,104.33,156.383875,9.199051470588234,-70.6075625,31.194874999999996,-39.412687500000004,203,NA,NA,48,23
colby-parkinson,6865,Colby Parkinson,TE,78.9,0,100.2,FALSE,217.3,87.42,35,58,156.202,9.18835294117647,-70.78943749999999,31.013000000000005,-39.776437499999986,204,170.94,-33.06,48,8
devaughn-vele,11834,Devaughn Vele,WR,50.3,76.63,74.5,FALSE,62.3,66.22375,89,104.33,154.31568749999997,9.07739338235294,-72.67575000000002,29.126687499999974,-43.54906250000005,205,217.25,12.25,49,23
david-njoku,4033,David Njoku,TE,101.2,0,95.2,FALSE,133.3,98.80000000000001,32,58,153.275,9.016176470588235,-73.71643749999998,28.086000000000013,-45.63043749999997,206,148.8,-57.19999999999999,50,8
dontayvion-wicks,9486,Dontayvion Wicks,WR,49.4,62.36,57.4,FALSE,110.3,56.26,97,104.33,153.04649999999998,9.002735294117645,-73.94493750000001,27.857499999999987,-46.08743750000002,207,230.17,23.169999999999987,50,23
darnell-washington,9479,Darnell Washington,TE,88.9,0,106.4,FALSE,143.4,95.9,33,58,152.325,8.960294117647058,-74.6664375,27.135999999999996,-47.530437500000005,208,223.36,15.360000000000014,50,8
dawson-knox,5906,Dawson Knox,TE,82,0,90.4,FALSE,200.2,85.36000000000001,36,58,151.886,8.934470588235294,-75.1054375,26.697000000000003,-48.40843749999999,209,NA,NA,50,8
michael-mayer,9482,Michael Mayer,TE,97.8,0,90.1,FALSE,146.8,94.72,34,58,151.832,8.931294117647058,-75.1594375,26.643,-48.516437499999995,210,211.88,1.8799999999999955,50,8
elic-ayomanor,12499,Elic Ayomanor,WR,10.6,63.45,46.7,FALSE,189,39.44375,107,104.33,150.55768750000001,8.85633455882353,-76.433749999999975,25.36868750000002,-51.065062499999954,211,214.07,3.069999999999993,51,23
keon-coleman,11637,Keon Coleman,WR,48.1,50.1,31.8,FALSE,156.4,44.775000000000006,106,104.33,150.19925,8.83525,-76.79218749999998,25.010250000000013,-51.78193749999997,212,227,15,51,23
skyler-bell,13402,Skyler Bell,WR,34,35.3,76.2,TRUE,0,45.0375,105,104.33,149.3675,8.786323529411765,-77.62393749999998,24.178500000000014,-53.44543749999997,213,213.33,0.3300000000000125,51,23
jordan-mason,8408,Jordan Mason,RB,119.6,126.91,120,FALSE,153.9,122.44125,40,26.08,149.32806250000002,8.78400367647059,-77.66337499999997,24.139062500000023,-53.52431249999995,214,150.85,-63.150000000000006,51,8
jalen-tolbert,8117,Jalen Tolbert,WR,73.7,53.58,27.7,FALSE,62.8,54.655,100,104.33,144.55724999999998,8.503367647058823,-82.43418750000001,19.36824999999999,-63.06593750000002,215,NA,NA,52,24
zach-charbonnet,9753,Zach Charbonnet,RB,121.9,114.43,70.8,FALSE,212.9,106.32375,42,26.08,144.4781875,8.498716911764705,-82.51325,19.289187499999997,-63.2240625,216,152.51,-63.49000000000001,52,8
tyjae-spears,9508,Tyjae Spears,RB,129.4,114.87,99.1,FALSE,151.2,116.37625,41,26.08,143.76781250000002,8.456930147058825,-83.22362499999997,18.578812500000026,-64.64481249999994,217,177.95,-39.05000000000001,52,8
kevin-coleman,13338,Kevin Coleman,WR,43.6,41.75,26.4,TRUE,0,38.60625,109,104.33,142.93625,8.408014705882353,-84.05518749999999,17.747250000000008,-66.30793749999998,218,NA,NA,53,24
michael-penix,11559,Michael Penix,QB,143.06,103.69,137.38,FALSE,210.28,126.87625,34,89,215.0368125,12.649224264705882,-156.21274999999991,89.8478125,-66.36493749999991,219,197.97,-21.03,53,10
shedeur-sanders,12524,Shedeur Sanders,QB,124.82,135.25,120.12,FALSE,203.9,127.55625,33,89,214.6578125,12.626930147058824,-156.5917499999999,89.46881250000001,-67.12293749999989,220,209.23,-10.77000000000001,53,10
malachi-fields,13285,Malachi Fields,WR,28.3,27.75,67.6,TRUE,0,37.91875,110,104.33,142.24875,8.367573529411764,-84.74268749999999,17.059750000000008,-67.68293749999998,221,209.62,-11.379999999999995,53,24
mason-taylor,12498,Mason Taylor,TE,71.1,0,93.8,FALSE,163.9,80.17999999999999,38,58,142.038,8.355176470588235,-84.95343749999998,16.849000000000018,-68.10443749999996,222,184.12,-37.879999999999995,53,8
woody-marks,12474,Woody Marks,RB,114,114.37,76.3,FALSE,203.6,104.71375,43,26.08,141.7146875,8.336158088235294,-85.27674999999999,16.525687500000004,-68.75106249999999,223,154.46,-68.53999999999999,53,8
bryce-lance,13420,Bryce Lance,WR,34.4,34.03,31.2,TRUE,0,33.46125,112,104.33,137.79125,8.105367647058824,-89.2001875,12.602249999999998,-76.5979375,224,205,-19,54,25
tyrone-tracy,11655,Tyrone Tracy,RB,73.4,105.95,102.8,FALSE,239.3,92.95625000000001,46,26.08,137.0758125,8.063283088235295,-89.91562499999998,11.886812500000019,-78.02881249999996,225,150.59,-74.41,54,8
cole-kmet,6826,Cole Kmet,TE,66.9,0,82.1,FALSE,166.2,72.97999999999999,41,58,136.26299999999998,8.015470588235292,-90.72843750000001,11.073999999999984,-79.65443750000003,226,NA,NA,54,8
kalif-raymond,3634,Kalif Raymond,WR,36.9,51.55,23.2,FALSE,95.8,38.96874999999999,108,104.33,136.1739375,8.010231617647058,-90.8175,10.984937500000001,-79.8325625,227,NA,NA,54,25
savion-williams,12482,Savion Williams,WR,55.9,57.65,10.6,FALSE,34,45.231249999999996,104,104.33,132.2270625,7.778062499999999,-94.764375,7.038062499999995,-87.7263125,228,NA,NA,55,25
elijah-arroyo,12521,Elijah Arroyo,TE,74.4,0,86.7,FALSE,95.4,79.32,39,58,131.03199999999998,7.707764705882352,-95.9594375,5.842999999999989,-90.11643750000002,229,232,3,55,8
brenen-thompson,13380,Brenen Thompson,WR,24.2,22.77,32,TRUE,0,25.61375,113,104.33,129.94375,7.64375,-97.0476875,4.754750000000001,-92.2929375,230,194,-36,55,25
zavion-thomas,13411,Zavion Thomas,WR,27.4,7.13,47.2,TRUE,0,24.74875,115,104.33,129.07875,7.592867647058824,-97.91268749999998,3.8897500000000207,-94.02293749999995,231,NA,NA,55,25
jonathon-brooks,11583,Jonathon Brooks,RB,133.3,124.21,24.3,FALSE,0,102.64125,44,26.08,128.72125,7.571838235294117,-98.27018749999999,3.5322500000000048,-94.73793749999999,232,155.92,-76.08000000000001,55,8
justin-joly,13400,Justin Joly,TE,0,0,69.5,TRUE,0,69.5,43,58,127.5,7.5,-99.49143749999999,2.311000000000007,-97.18043749999998,233,227.33,-5.6699999999999875,55,8
deion-burks,13333,Deion Burks,WR,0,0,22.6,TRUE,0,22.6,117,104.33,126.93,7.466470588235294,-100.06143749999998,1.7410000000000139,-98.32043749999997,234,NA,NA,55,25
ja-tavion-sanders,11600,Ja'Tavion Sanders,TE,94.7,0,46.3,FALSE,79,75.34,40,58,125.189,7.364058823529412,-101.8024375,0,-101.8024375,235,236,1,56,8
cyrus-allen,13413,Cyrus Allen,WR,17,14.17,30.2,TRUE,0,19.23875,118,104.33,123.56875,7.26875,-103.4226875,-1.6202499999999986,-105.0429375,236,NA,NA,56,25
eli-stowers,13349,Eli Stowers,TE,43.3,0,96.9,TRUE,0,64.74000000000001,44,58,122.74000000000001,7.220000000000001,-104.25143749999998,-2.448999999999984,-106.70043749999996,237,161.23,-75.77000000000001,56,8
jake-tonges,8698,Jake Tonges,TE,39.1,0,85.8,FALSE,154.3,57.78,45,58,121.55799999999999,7.150470588235294,-105.4334375,-3.6310000000000002,-109.0644375,238,189.1,-48.900000000000006,56,8
alvin-kamara,4035,Alvin Kamara,RB,106.8,107.72,42.9,FALSE,141.7,91.16999999999999,47,26.08,120.91749999999998,7.1127941176470575,-106.07393750000001,-4.271500000000017,-110.34543750000003,239,167.04,-71.96000000000001,56,8
jalen-royals,12505,Jalen Royals,WR,40.4,38.02,32.7,FALSE,1.4,37.582499999999996,111,104.33,120.83562499999998,7.107977941176469,-106.15581250000001,-4.353375000000014,-110.50918750000002,240,216,-24,56,25
noah-gray,7828,Noah Gray,TE,71.2,0,71.1,FALSE,72.8,71.16,42,58,120.70599999999999,7.10035294117647,-106.2854375,-4.483000000000004,-110.7684375,241,NA,NA,56,8
devontez-walker,11629,Devontez Walker,WR,28.6,29.64,9.7,FALSE,75.6,24.265,116,104.33,120.64574999999999,7.096808823529411,-106.3456875,-4.5432500000000005,-110.8889375,242,NA,NA,56,25
isiah-pacheco,8205,Isiah Pacheco,RB,119.8,106.87,50.6,FALSE,102.3,97.65125,45,26.08,120.51656249999999,7.089209558823529,-106.474875,-4.672437500000001,-111.1473125,243,184.38,-58.620000000000005,56,8
cj-daniels,13270,CJ Daniels,WR,5.8,7.78,31.8,TRUE,0,13.0425,119,104.33,117.3725,6.904264705882353,-109.61893749999999,-7.816499999999991,-117.43543749999998,244,NA,NA,57,26
chris-rodriguez,10219,Chris Rodriguez,RB,66,0,127,FALSE,114,90.4,48,26.08,116.10799999999999,6.829882352941176,-110.8834375,-9.081000000000003,-119.9644375,245,163.98,-81.02000000000001,58,8
colbie-young,13477,Colbie Young,WR,5.8,7.87,25.5,TRUE,0,11.501249999999999,120,104.33,115.83125,6.8136029411764705,-111.16018749999999,-9.357749999999996,-120.51793749999999,246,NA,NA,58,26
efton-chism,12542,Efton Chism,WR,0,0,25.2,FALSE,36,25.2,114,104.33,115.5005,6.79414705882353,-111.49093749999999,-9.68849999999999,-121.17943749999998,247,NA,NA,58,26
noah-fant,5857,Noah Fant,TE,55.5,0,44.1,FALSE,142.8,50.94,46,58,114.01899999999999,6.707,-112.9724375,-11.170000000000002,-124.1424375,248,NA,NA,58,9
tyler-allgeier,8132,Tyler Allgeier,RB,78.1,88.55,69.8,FALSE,151.5,79.94375,52,26.08,112.84518749999998,6.6379522058823515,-114.14625000000001,-12.343812500000013,-126.49006250000002,249,148.46,-100.53999999999999,58,8
justice-hill,5995,Justice Hill,RB,94.7,99,45,FALSE,88.2,83.8875,49,26.08,106.702375,6.276610294117647,-120.28906249999999,-18.48662499999999,-138.77568749999998,250,214,-36,59,8
dylan-sampson,12469,Dylan Sampson,RB,70.4,92.22,79.2,FALSE,102.1,80.7825,51,26.08,106.148125,6.244007352941176,-120.8433125,-19.040875,-139.8841875,251,174.47,-76.53,59,8
malik-benson,13329,Malik Benson,WR,0,0,0,TRUE,0,0,123,104.33,104.33,6.1370588235294115,-122.66143749999999,-20.858999999999995,-143.52043749999999,252,NA,NA,59,27
brian-robinson,8154,Brian Robinson,RB,90.4,90.56,63.4,FALSE,68,83.71000000000001,50,26.08,103.5215,6.0895,-123.46993749999999,-21.66749999999999,-145.13743749999998,253,138.75,-114.25,59,8
samaje-perine,4147,Samaje Perine,RB,91.7,91.38,29.2,FALSE,100.4,75.955,54,26.08,101.78975,5.987632352941176,-125.20168749999999,-23.399249999999995,-148.6009375,254,233,-21,59,8
